Channel Title,Channel Username,ID,Message,Date,Media Path
Doctors Ethiopia,doctorset,844,"**ልጆች ላላችሁ / አባት እናት ወይንም እህት ወንድም / በቅርቡ ልጅ ለመውለድ የምታስቡ / ባሁኑ ሰአት እርግዝና ላይ ላላችሁ ።**

ልጆች አንዳንድ ግዜ ምግብ አልመገብ ይላሉ  ይህ ደግሞ ለወላጅ በጣም አስጨናቂ ነገር ነው !

ህፃናት ምግብ አልመገብ የሚሉት በምን ምክንያት ይሆን ?

**ህፃናት  ከተወለዱ 1 ሰዐት ጀምሮ የእናት ጡት ወተትን ማግኘት አለባቸው : የእናት ጡት ወተትን የሚወስዱ ልጆች ወደፊት የመወፈር እድላቸው በበሽታ የመጠቃት እድላቸው አነስተኛ ነው ።

ህፃናት ስድስት ወር ሲሞላቸው ተጨማሪ ምግብ መመገብ ሲፈልጉ አንዳንድ ምልክቶችን ያሳያሉ።

ህፃናት የምግብ መመገብ ፍላጎታቸው ለምን ይቀንሳል ? 

ዶ/ር ኤልሳቤጥ ለዚህ መልስ ይህን ትለናለች
**
**በ ዮቲውብ ቻናላችን ላይ የ ዶ/ርን ስልክ ያስቀመጥን ሲሆን በ ግል ለማማከር መደወል ትችላላችሁ ።
**
👇👇👇👇

https://youtu.be/V6zWVHcyFXI",2022-05-15 15:59:10+00:00,
Doctors Ethiopia,doctorset,843,"**በብዙ ማህበራዊ ሚዲያዎች በ ከፋተኛ ሁኔታ እየተሸጠ ያለው 

ፕሮቲን- ክሬቲን ፖውደሮች እና  ሌሎች ያወፍራል ተብለው የሚሸጡ ፓውደሮች እውነት ጥቅም አላቸው ወይ ?**

**ምን አልባት ለልጆ መግዛት አስበው ይሆናል ? 

ወይም ባሁኑ ሰአት ገዝተው እየተጠቀሙም ይሆናል ? 

ወይንም ደግሞ ለመግዛት አስበው የትኛው ፖውደር ልጠቀም እያሉ ነው ?

በዚህ ቪዲዮ ሙሉ መልሱን መልሰናል !!!
**
**ሁሉም ሰው መውሰድ ይችላል ወይ ?

እድሜስ ገደብ አለው ወይ ??**

**ለ ኩላሊት ህመምስ ያጋልጣል ወይ ?

ውሃ በደንብ ጠጡ ለምን ተባለ ?**

እነዚህን ዋና ነገሮች ላይ መልስ ሰጠናል አሁኑኑ ይመልከቱ !

እርሶ ባይጠቀሙ ሌላ ቤተሰቦ ሊጠቀም ስለሚችል ሼር በማድረግ ለሁሉም ሰው እናድርስ


ከዚህ በፊት እነዚህን ፓውደሮች የሚጠቀሙ ከሆነ 
ልምዶን በ ዮቲውብ ኮሜንት ላይ ያስቀምጡልን 

👇👇👇👇👇👇👇👇👇👇👇👇👇👇
ተጭነው ይመልከቱ
https://youtu.be/43t6CLizU28",2022-05-07 18:22:14+00:00,
Doctors Ethiopia,doctorset,842,,2022-05-06 17:51:05+00:00,
Doctors Ethiopia,doctorset,841,,2022-05-06 17:51:05+00:00,
Doctors Ethiopia,doctorset,840,,2022-05-06 17:51:05+00:00,
Doctors Ethiopia,doctorset,839,"ዛሬ ምሽት 3:30 በ ፋና ቴሌቪዥን 

    ስለ ፕሮቲን : ክሬቲን ፓውደሮች ምን ማወቅ ይፈልጋሉ?

ባሁኑ ሰአት በ ማህበራዊ ሚዲያ በ ከፋተኛ ሁኔታ እየተሸጡ የሚገኙ እነዚህ ፖውደሮች 
እውነት ለ ኩላሊት ህመም ያጋልጣሉ ወይ?

በተጨማሪም እቤቶ ሆነው እነዚህን እንቅስቃሴዎች  በማድረግ ጤናዎን ይጠብቁ።

ስፖርት ሱስ ይሆናል ወይ ? መልሱን በ ፋና ቴሌቪዥን ይጠብቁን።

3:30 በ ፋና ቴሌቪዥን",2022-05-06 17:51:05+00:00,
Doctors Ethiopia,doctorset,836,"ከሳምንት በፊት በለቀቅነው ቦርጭን በህክምና እንዴት ማጥፋት ይቻላል በሚለው ርእሳችን 
ከ 100,000 በላይ እይታን አግኝቷል ።

ስለሆነም ቦርጭን ከምናጠፋበት ዋና መንገዶች ዋና አማራጭ የሆነው ስፖርታዊ እንቅስቃሴ ሲሆን

እቤት ውስጥ ሆነን እነዚህን ቀለል ያሉ ስፖርታዊ እንቅስቃሴዎችን በማድረግ ቦርጭን ማጥፋት ይችላሉ

አሁን በ ዮቲውብ ቻናላችን በመሄድ 

ISSA certified personal Trainer 
  ትንሳይ ብርሃኑ ጋር ቆይታ አድርገናል።

በቀላሉ ቦርጭን ያጥፉ 

ቦሌ ቡልቡላ ማሪያም ማዞሪያ 
ፐልስ ፊትነስ ጂምናዚየም በመምጣት አብረውን መስራት ይችላሉ 



https://youtu.be/zZCUggh-1DA",2022-05-01 11:13:33+00:00,
Doctors Ethiopia,doctorset,835,,2022-04-29 18:59:05+00:00,
Doctors Ethiopia,doctorset,834,,2022-04-29 18:57:35+00:00,
Doctors Ethiopia,doctorset,833,,2022-04-28 05:46:38+00:00,
CheMed,chemed123,97,"⚠️**Notice!
**Dear esteemed customers,
Due to four-day motorbike movement restrictions, we have limited our services to matchmaking,drug information, and medical consultation only.

**N.B. 
**🔅We will make deliveries for those for whom the medications are urgent.
🔅You can book deliveries starting from Monday, February 13, 2023",2023-02-10 12:23:06+00:00,./data/images\photo_2023-02-10_12-23-06.jpg
CheMed,chemed123,96,"Mela-One በውስጡ ሆርሞን ያለው ድንገተኛ ወሊድ መቆጣጠርያ ሲሆን ያለመከላከያ የተደረገ የግብረስጋ ግንኙነት ሲኖር በ72 ሰዓታት ወስጥ መወሰድ ይኖርበታል።

📌ከChe-Med ለማዘዝ፡ 
በቴሌግራም ግሩፓችን- t.me/CheMeds
ዌብሳይት- www.chemeds.org
ይዘዙን።",2023-02-02 08:58:52+00:00,./data/images\photo_2023-02-02_08-58-52.jpg
CheMed,chemed123,95,"**አዚትሮማይሲን** በሃኪም መድሃኒት ማዘዣ ከሚታዘዙ አንቲባዮቲኮች አንዱ ሲሆን በርከት ያሉ ባክቴርያዎችን ይገላል።

በቀን አንዴ ለ3 ቀናት ምግብ ከመብላታችን 1 ሰዓት ቀደም ብሎ ወይንም ከበላን ከ 2 ሰዓት በኋላ መወሰድ ይኖርበታል።

📌የሃኪም ማዘዣ ካልዎት 
በቴሌግራም ግሩፓችን-t.me/CheMeds
ዌብሳይት- www.chemeds.org
ይላኩልን።",2023-02-01 08:59:37+00:00,./data/images\photo_2023-02-01_08-59-37.jpg
CheMed,chemed123,94,"**Che-Med Trivia #3

**ምግብና መጠጦች አንዳንድ መድሃኒቶች በደንብ እንዳይሰሩ ሊያደርጉ ይችላሉ። በዚህ ሁኔታ እነዚህን መድሃኒቶች ምግብ ከወሰድን ከ1 ሰዓት እስከ 2 ሰዓት ባለ ጊዜ ውስጥ መውሰድ ያስፈልግዎታል።

ከነዚህም ወስጥ **የእንቅርት መድሃኒቶች፣Omeprazole፣Sildenafil(Viagra)፣Captopril እና Ampicillin** ይጠቀሳሉ።

መድሃኒትዎ ከምግብ ጋር ያለውን አወሳሰድ እርግጠኛ ካልሆኑ ሃኪምዎን ወይም ፋርማሲስትዎን ያማክሩ።",2023-01-31 09:19:53+00:00,./data/images\photo_2023-01-31_09-19-53.jpg
CheMed,chemed123,93,"**Che-Med Trivia #2

**እንደ Ciprofloxacin, Doxycycline, Levothyroxine, Iron supplement ያሉ መድሃኒቶችን ከወተት እና ከወተት ተዋፅዖዎች ጋር እንዲሁም ከእንቁላል ጋር መውሰድ መድሃኒቶቹ በሰውነታችን የሚፈለገውን ስራ እንዳይሰሩ ያደርጋቸዋል።

ይህም በወተት ተዋጽኦዎች ውስጥ ያለው ካልሲየም እነዚህ መድሃኒቶች በሰውታችን ወስጥ እንዳይዋህዱ ጣልቃ ስለሚገባ ነው።",2023-01-30 09:45:25+00:00,./data/images\photo_2023-01-30_09-45-25.jpg
CheMed,chemed123,92,"**You can get our services at:
**Our pharmacist:** ****https://t.me/CheMedAssistant9798****
**Our call center: **9798
**Our website: **www.chemeds.org**",2023-01-27 07:18:40+00:00,./data/images\photo_2023-01-27_07-18-40.jpg
CheMed,chemed123,91,"**Che-Med Trivia #1
**The U.S. pharmaceutical industry is the largest in the world, making up about 40% of the worldwide drug development, manufacturing, and revenue generation. And half of the world’s top 10 pharmaceutical companies are in America, including the headquarters for Johnson & Johnson, Pfizer, Merck and Co., AbbVie, Eli Lilly and Co., and Abbott Laboratories. In fact, Johnson & Johnson’s revenue alone reached $82.6 billion in 2020.",2023-01-26 18:27:53+00:00,./data/images\photo_2023-01-26_18-27-53.jpg
CheMed,chemed123,90,"**CVS Daytime & Nighttime Cold and Flu Relief

**ለሰሞኑ ጉንፋን ማስታገሻ በአንደኝነት ተመራጭ የሆነውን **CVS Daytime & Nighttime Cold and Flu Relief** Che-Med ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist:** ****https://t.me/CheMedAssistant9798****
**Our call center: **9798
**Our website: www.chemeds.org

Che-Med is the best way to find your meds!",2023-01-23 10:39:20+00:00,./data/images\photo_2023-01-23_10-39-20.jpg
CheMed,chemed123,89,"🟠ለናንተ ለደምበኞቻችን ይሆናሉ ያልናቸዉን ምርጥ ቫይታሚንና ሰፕልመንቶች እነሆ!!

አጭር የTiktok ቪዲዮአችንን በመመልከት ግንዛቤዎን ይጨምሩ።
👇👇👇👇👇👇👇👇👇👇👇👇👇
https://vm.tiktok.com/ZMYJHUVde/

የTiktok ቻናላችንን Like እና Follow ያድርጉ።",2023-01-17 19:10:57+00:00,./data/images\document_2023-01-17_19-10-57.mp4
CheMed,chemed123,88,"🌞**Sundown Cinnamon!
Supports sugar metabolism**.

Che-Med **Sundown Cinnamon** **Supplement Product** ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist:** ****https://t.me/CheMedAssistant9798****
**Our call center: **9798

**Che-Med is the best way to find your meds!",2023-01-17 08:43:12+00:00,./data/images\photo_2023-01-17_08-43-12.jpg
CheMed,chemed123,87,"**📻Che-Med** held fruit-bearing discussion at **ሳይበርኛ** radio program on Fana 98.1FM about digital health care and privacy and security of E-commerce.

We discussed in details current trends in digital healthcare, It's benefits, challenges, and opportunities.

You can listen to us at 08:00PM tonight and increase your understanding about the current activities of digital health care and its future.

Che-Med",2023-01-16 13:41:35+00:00,./data/images\photo_2023-01-16_13-41-35.jpg
CheMed,chemed123,86,"🔵**Get GOFEN from Che-Med!

**Our pharmacist:** ****https://t.me/CheMedAssistant9798****
**Our call center: **9798
**Website: **www.chemeds.org****

**Che-Med the best way to find your meds!",2023-01-16 10:13:42+00:00,./data/images\photo_2023-01-16_10-13-42.jpg
CheMed,chemed123,85,"⚠️**Notice!
**Dear esteemed customers,
Due to four-days motorbike movement restrictions, we have limited our services to matchmaking,drug information and medical consultation only.

**N.B. 
**🔅We will make deliveries for whom the medications are urgent.
🔅You can book deliveries starting from Friday, Jan 20.",2023-01-16 09:26:09+00:00,./data/images\photo_2023-01-16_09-26-09.jpg
CheMed,chemed123,82,"**Nature's Bounty Supplement Products** **are here!

**Che-Med **Nature's Bounty Supplement Products** ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist:** ****https://t.me/CheMedAssistant9798****
**Our call center: **9798

**Che-Med the best way to find your meds!",2023-01-13 12:48:47+00:00,./data/images\photo_2023-01-13_12-48-47.jpg
CheMed,chemed123,81,"**Nature's Bounty Supplement Products** **are here!

**Che-Med **Nature's Bounty Supplement Products** ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist:** ****https://t.me/CheMedAssistant9798****
**Our call center: **9798

**Che-Med the best way to find your meds!",2023-01-13 09:44:14+00:00,./data/images\photo_2023-01-13_09-44-14.jpg
CheMed,chemed123,80,"**ስለ Nature Made Vitamin supplement** tiktok ላይ እንንገርዎ።

ለማየት፡ https://vm.tiktok.com/ZMFw4DarV/

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist:** **https://t.me/CheMedAssistant9798**
**Our call center: **9798

**Follow our channel and stay tuned
https://t.me/CheMeds

Che-Med the best way to find your meds!",2023-01-06 16:06:21+00:00,./data/images\photo_2023-01-06_16-06-21.jpg
CheMed,chemed123,79,"🎄Che-Med ለመላው ክርስትያን ቤተሰቦቻችን መልካም የገና በዓል እንዲሆንልዎ ይመኛል።

መልካም በዓል!!",2023-01-06 09:31:17+00:00,./data/images\photo_2023-01-06_09-31-17.jpg
CheMed,chemed123,78,,2023-01-06 06:05:01+00:00,./data/images\photo_2023-01-06_06-05-01.jpg
CheMed,chemed123,77,"**Nature Made Vitamin supplements

**Che-Med በደምበኞቻችን ፍላጎት መሰረት Nature made vitamin supplement ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist:** ****https://t.me/CheMedAssistant9798****
**Our call center: **9798

**Follow our channel and stay tuned
https://t.me/CheMeds

Che-Med the best way to find your meds!",2023-01-04 05:58:02+00:00,./data/images\photo_2023-01-04_05-58-02.jpg
CheMed,chemed123,76,"በwww.chemeds.org መድሃኒትዎን የሚያዙበትን መንገድ የሚያሳይ tiktok ቪዲዮ።

👇👇👇👇👇👇👇👇👇👇👇
https://vm.tiktok.com/ZMFTkBoWk/",2023-01-03 17:49:48+00:00,./data/images\photo_2023-01-03_17-49-48.jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12423,"SPRING VALLEY VITAMIN D3 1000IU 450 SOFTGELS 
Price 5500 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-11 10:11:57+00:00,./data/images\photo_2024-10-11_10-11-57.jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12422,"PRENATAL 150 softgels 
Price 5000 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-11 10:11:57+00:00,./data/images\photo_2024-10-11_10-11-57 (1).jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12421,"FISH OIL 150 softgels 
Price 4000 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-11 10:11:57+00:00,./data/images\photo_2024-10-11_10-11-57 (2).jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12420,"FOLIC ACID 
Price 5000 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-11 10:11:57+00:00,./data/images\photo_2024-10-11_10-11-57 (3).jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12419,"TYLENOL COLD AND FLU
Price 1600 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-11 10:11:56+00:00,./data/images\photo_2024-10-11_10-11-56.jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12418,"Day and Night QUIL /SUPER C
Price 2500 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-11 10:11:56+00:00,./data/images\photo_2024-10-11_10-11-56 (1).jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12417,"Day and Night QUIL 
Price 2500 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-11 10:11:56+00:00,./data/images\photo_2024-10-11_10-11-56 (2).jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12416,"Day and Night QUIL 
Price 2500 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-11 10:11:56+00:00,./data/images\photo_2024-10-11_10-11-56 (3).jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12415,"Pregnacare Before Conception 
30 tablets 
Price 4000
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-11 10:11:56+00:00,./data/images\photo_2024-10-11_10-11-56 (4).jpg
